from_ba_id,from_gf_id,to_ba_id,to_gf_id
d19a0d50-6372-4390-922b-cc8e8f7f13eb,,30a987e9-b420-4db6-a83a-a1f7cabd14fb,
d1d7eb33-cc43-433f-9ca7-8fbe50a63277,,30a987e9-b420-4db6-a83a-a1f7cabd14fb,
d2b0f823-5641-43d7-872b-a59accf15ac7,,5ab3e132-8c64-4e65-8a5e-25d92f284331,
d68c54e3-1499-4987-9b31-716a90d4901a,,30a987e9-b420-4db6-a83a-a1f7cabd14fb,
d823bc1b-57a4-48ec-8a5a-f381b4da04cc,,5f1f7956-bc21-4bfd-a409-9740e614b2ac,
d92c3eba-880f-4959-98de-ae43933b900d,,88d79d42-3fef-48ab-887e-dae60ae9072a,
da1dfe78-f982-4b09-81ae-b38d328bd85e,cf2deca6-53b8-4096-916f-32c2c71d14bf,da1dfe78-f982-4b09-81ae-b38d328bd85e,
dcb64e93-80b1-4e60-a2ec-07489d0cd839,,2b55697f-f26e-433e-9070-f1fe9748bf7b,cf2deca6-53b8-4096-916f-32c2c71d14bf
dd836305-6c6d-4a07-b3cc-9d20fc4899c4,,da1dfe78-f982-4b09-81ae-b38d328bd85e,
de5d6946-6d36-4b06-93fe-103a6107ba12,,51558178-d2da-44ed-905b-db6976f6aa76,
dfed579c-b5d0-41a9-bfc1-e2dbbd94eb7e,,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,
e00b1b7a-0871-4a01-9007-fc464c6ad18c,,050c0689-0b01-4a6c-afbf-a5d3ca39c310,
e3516630-2f26-4557-a06d-1bbf77693a95,,5f1f7956-bc21-4bfd-a409-9740e614b2ac,
e4e3ef1c-a32c-4895-9690-688a7ef25b76,,5f1f7956-bc21-4bfd-a409-9740e614b2ac,
e64329fd-a77f-4a4c-9a3f-2e4890b92cf3,,5f1f7956-bc21-4bfd-a409-9740e614b2ac,
e6d5e0ac-be0e-41b0-9b4d-239abd8317d7,,108ff93e-9191-42bf-b502-3a437407b22a,
